Coin 	BuyDate 	CloseDate 	Quantity 	BuyPrice 	SellPrice 	Spent USDT 	Gained USDT 	ProfitUSDT 	Profit 	ChannelName 	SellReason 	dBTC 	d24BTC 	dMarket 	dM24 	bvsv 	dBTC5m 	Pump1H 	Dump1H 	d24h 	d3h 	d1h 	d15m 	d5m 	d1m 	dBTC1m 	PriceBug 	Vd1m 	H. Vol 	D. Vol
IOST 	2022-03-31 09:57:56 	2022-03-31 10:02:19 	2027.0 \ 2027.0 	0.04932900 	0.04868600 	5.00149395 	3.61866242 	-1.38 	-27.6% 	(strategy <d180s1 M+>) 	StopLoss AutoActivated on price drop: BID = 0.04869 BidEMA: 0.04869 LastPrice = 0.04870 BuyPrice = 0.04933 (strategy <d180s1 M+>); StopLoss fixed: 0.04874 AllowedDrop: BUY -15.0% s 	0.14 	-0.07 	0.35 	2.83 	0.59 	0.06 	9.34 	0.87 	58.1 	13.34 	10.49 	1.79 	1.19 	0.94 	0.01 	0 	0.3 	104.2 m 	833.3 m
IOST 	2022-03-31 09:57:52 	2022-03-31 10:02:17 	2026.0 \ 2026.0 	0.04935600 	0.04862400 	5.00176270 	3.43932774 	-1.56 	-31.2% 	(strategy <d120s1 M+>) 	StopLoss AutoActivated on price drop: BID = 0.04862 BidEMA: 0.04862 LastPrice = 0.04864 BuyPrice = 0.04936 (strategy <d120s1 M+>); StopLoss fixed: 0.04876 AllowedDrop: BUY -15.0% s 	0.14 	-0.07 	0.35 	2.83 	0.5 	0.06 	9.34 	0.87 	58.1 	13.34 	10.49 	1.79 	1.16 	0.96 	0.01 	0 	0.26 	104.2 m 	833.3 m
IMX 	2022-03-31 09:56:03 	2022-03-31 09:59:25 	36.0 \ 36.0 	2.74510000 	2.75400000 	4.94315647 	5.18436946 	0.24 	4.9% 	(strategy <d150s1 M+>) 	Auto Price Down 	0.12 	-0.07 	0.37 	2.84 	0.3 	0.09 	4.97 	0.38 	8.56 	5.5 	5.37 	2.56 	1.4 	0.3 	0.01 	0 	2.78 	6.9 m 	72.5 m
IMX 	2022-03-31 09:56:14 	2022-03-31 09:59:25 	36.0 \ 36.0 	2.74510000 	2.75400000 	4.94315647 	5.18436946 	0.24 	4.9% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.12 	-0.07 	0.37 	2.84 	0.3 	0.09 	4.97 	0.38 	8.56 	5.5 	5.37 	2.56 	1.4 	0.31 	0.01 	0 	2.89 	6.9 m 	72.5 m
IOTX 	2022-03-31 09:54:40 	2022-03-31 09:59:02 	927.0 \ 927.0 	0.10791000 	0.10680000 	5.00362915 	3.89504471 	-1.11 	-22.2% 	(strategy <d150s1 M+>) 	StopLoss AutoActivated on price drop: BID = 0.1069 BidEMA: 0.1069 LastPrice = 0.1069 BuyPrice = 0.1079 (strategy <d150s1 M+>); StopLoss fixed: 0.1070 AllowedDrop: BUY -14.0% spread 	0.12 	-0.06 	0.38 	2.85 	0.79 	0.11 	3.04 	2.05 	21.91 	14.01 	5.56 	2.86 	2.66 	1.29 	0.04 	0.01 	0.83 	10.6 m 	110.7 m
IOTX 	2022-03-31 09:54:41 	2022-03-31 09:59:02 	927.0 \ 927.0 	0.10791000 	0.10680000 	5.00362915 	3.89504471 	-1.11 	-22.2% 	(strategy <d180s1 M+>) 	StopLoss AutoActivated on price drop: BID = 0.1069 BidEMA: 0.1069 LastPrice = 0.1069 BuyPrice = 0.1079 (strategy <d180s1 M+>); StopLoss fixed: 0.1070 AllowedDrop: BUY -14.0% spread 	0.12 	-0.06 	0.38 	2.85 	0.92 	0.11 	3.04 	2.05 	21.91 	14.01 	5.56 	2.86 	2.66 	1.2 	0.04 	0.01 	0.82 	10.6 m 	110.7 m
IOTX 	2022-03-31 09:54:41 	2022-03-31 09:59:02 	927.0 \ 927.0 	0.10791000 	0.10680000 	5.00362915 	3.89504471 	-1.11 	-22.2% 	(strategy <d120s1 M+>) 	StopLoss AutoActivated on price drop: BID = 0.1069 BidEMA: 0.1069 LastPrice = 0.1069 BuyPrice = 0.1079 (strategy <d120s1 M+>); StopLoss fixed: 0.1070 AllowedDrop: BUY -14.0% spread 	0.12 	-0.07 	0.38 	2.85 	0.7 	0.11 	3.04 	2.05 	21.91 	14.01 	5.56 	2.86 	2.66 	1.29 	0.04 	0.01 	0.85 	10.6 m 	110.7 m
IMX 	2022-03-31 09:56:47 	2022-03-31 09:58:07 	37.0 \ 37.0 	2.73440000 	2.75020000 	5.06066346 	5.56409141 	0.5 	9.9% 	(strategy <d180s1.2 M+>) 	Auto Price Down 	0.12 	-0.07 	0.37 	2.85 	0.2 	0.06 	5.03 	0.32 	8.56 	5.5 	5.37 	2.56 	1.64 	0.69 	0.01 	0 	3.87 	6.9 m 	72.5 m
BAKE 	2022-03-31 09:55:12 	2022-03-31 09:57:49 	104.0 \ 104.0 	0.96080000 	0.96440000 	4.99815846 	5.29247018 	0.29 	5.9% 	(strategy <d150s1 M+>) 	Auto Price Down 	0.13 	-0.06 	0.38 	2.85 	0.8 	0.11 	12.77 	0.81 	25.33 	14.64 	13.7 	7 	3.31 	1.26 	0.03 	0 	9.12 	14.7 m 	159.3 m
BAKE 	2022-03-31 09:54:21 	2022-03-31 09:57:40 	104.0 \ 104.0 	0.96110000 	0.96420000 	4.99971909 	5.24202664 	0.24 	4.8% 	(strategy <d120s1 M+>) 	Auto Price Down 	0.12 	-0.07 	0.38 	2.85 	0.83 	0.11 	12.87 	0.73 	25.33 	14.64 	13.7 	7 	3.31 	1.63 	0.05 	0 	19 	14.7 m 	159.3 m
BAKE 	2022-03-31 09:55:24 	2022-03-31 09:57:39 	104.0 \ 104.0 	0.96020000 	0.96430000 	4.99503722 	5.34137805 	0.35 	6.9% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.11 	-0.07 	0.36 	2.83 	0.41 	0.11 	12.74 	0.84 	25.33 	14.64 	13.7 	6.8 	3.09 	0.67 	0.02 	0 	7.12 	14.7 m 	159.3 m
BAKE 	2022-03-31 09:55:26 	2022-03-31 09:57:35 	104.0 \ 104.0 	0.95870000 	0.96370000 	4.98723410 	5.42726229 	0.44 	8.8% 	(strategy <d120s1.2 M+>) 	Auto Price Down 	0.11 	-0.07 	0.36 	2.83 	0.38 	0.11 	12.74 	0.84 	25.33 	14.64 	13.7 	6.66 	3.09 	0.78 	0.02 	0 	7.41 	14.7 m 	159.3 m
BAKE 	2022-03-31 09:56:48 	2022-03-31 09:57:34 	105.0 \ 105.0 	0.95670000 	0.96270000 	5.02468407 	5.57406930 	0.55 	10.9% 	(strategy <d180s1.2 M+>) 	Sell Price 	0.11 	-0.07 	0.35 	2.82 	0.56 	0.11 	12.73 	0.85 	25.33 	14.64 	13.7 	6.66 	3.05 	0.92 	0.02 	0 	3.6 	14.7 m 	159.3 m
BAKE 	2022-03-31 09:55:28 	2022-03-31 09:57:29 	105.0 \ 105.0 	0.95670000 	0.96170000 	5.02468407 	5.46911130 	0.44 	8.8% 	(strategy <d150s1.2 M+>) 	Auto Price Down 	0.11 	-0.07 	0.36 	2.83 	0.31 	0.11 	12.74 	0.84 	25.33 	14.64 	13.7 	6.66 	3.09 	0.93 	0.02 	0 	7.69 	14.7 m 	159.3 m
BAKE 	2022-03-31 09:56:51 	2022-03-31 09:57:00 	52.0 \ 52.0 	0.95460000 	0.96130000 	2.48295278 	2.79150208 	0.31 	12.4% 	(strategy <d180s1.5 M+>) 	Sell Price 	0.11 	-0.07 	0.37 	2.85 	0.18 	0.06 	12.88 	0.72 	25.33 	14.64 	13.7 	5.83 	2.54 	0.93 	0.01 	0 	4.28 	14.7 m 	159.3 m
SFP 	2022-03-31 09:46:11 	2022-03-31 09:54:39 	80.0 \ 80.0 	1.25230000 	1.24060000 	5.01120368 	3.99543091 	-1.02 	-20.3% 	(strategy <d120s1 M+>) 	StopLoss AutoActivated on price drop: BID = 1.2406 BidEMA: 1.2406 LastPrice = 1.2407 BuyPrice = 1.2523 (strategy <d120s1 M+>); StopLoss fixed: 1.2423 AllowedDrop: BUY -14.0% spread 	0.03 	-0.17 	0.23 	2.64 	0.41 	0.1 	11.86 	1.23 	53.92 	14.85 	13.52 	3.51 	1.57 	1.02 	0.02 	0 	0.83 	67.2 m 	486.6 m
SFP 	2022-03-31 09:46:14 	2022-03-31 09:54:39 	80.0 \ 80.0 	1.25230000 	1.24060000 	5.01120368 	3.99543091 	-1.02 	-20.3% 	(strategy <d150s1 M+>) 	StopLoss AutoActivated on price drop: BID = 1.2406 BidEMA: 1.2406 LastPrice = 1.2407 BuyPrice = 1.2523 (strategy <d150s1 M+>); StopLoss fixed: 1.2423 AllowedDrop: BUY -14.0% spread 	0.03 	-0.17 	0.23 	2.64 	0.89 	0.09 	11.86 	1.23 	53.92 	14.85 	13.52 	3.35 	1.57 	1.02 	0.02 	0 	1.41 	67.2 m 	486.6 m
ENJ 	2022-03-31 09:52:26 	2022-03-31 09:53:55 	52.0 \ 52.0 	1.94060000 	1.95090000 	5.04757822 	5.50223506 	0.45 	9.0% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.1 	-0.09 	0.32 	2.78 	0.69 	0.15 	5.75 	0.02 	15.23 	9 	6.24 	1.68 	1.1 	0.87 	0.01 	0 	6.91 	29.2 m 	130.8 m
IMX 	2022-03-31 09:51:56 	2022-03-31 09:53:28 	36.0 \ 36.0 	2.74320000 	2.75630000 	4.93973510 	5.33214234 	0.39 	7.9% 	(strategy <d120s1 M+>) 	Auto Price Down 	0.11 	-0.09 	0.32 	2.75 	0.35 	0.14 	4.76 	0.49 	8.56 	5.5 	5.28 	2.94 	2.36 	0.45 	0.01 	0 	2.35 	6.9 m 	72.5 m
IMX 	2022-03-31 09:52:05 	2022-03-31 09:53:28 	36.0 \ 36.0 	2.74280000 	2.75730000 	4.93901482 	5.38181341 	0.44 	9.0% 	(strategy <d150s1 M+>) 	Auto Price Down 	0.11 	-0.08 	0.34 	2.77 	0.25 	0.14 	4.76 	0.49 	8.56 	5.5 	5.28 	2.94 	2.26 	0.43 	0.01 	0 	2.35 	6.9 m 	72.5 m
IMX 	2022-03-31 09:52:08 	2022-03-31 09:53:11 	37.0 \ 37.0 	2.73920000 	2.75370000 	5.06954701 	5.52475212 	0.46 	9.0% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.11 	-0.08 	0.34 	2.77 	0.25 	0.14 	4.76 	0.49 	8.56 	5.5 	5.28 	2.94 	2.26 	0.58 	0.01 	0 	2.7 	6.9 m 	72.5 m
BAKE 	2022-03-31 09:51:30 	2022-03-31 09:52:46 	105.0 \ 105.0 	0.95090000 	0.95590000 	4.99422189 	5.43913632 	0.44 	8.9% 	(strategy <d150s1 M+>) 	Auto Price Down 	0.11 	-0.09 	0.3 	2.74 	0.69 	0.14 	12.1 	0.37 	25.33 	14.64 	12.52 	10.66 	3.58 	1.61 	0.01 	0 	6 	14.7 m 	159.3 m
SFP 	2022-03-31 09:46:15 	2022-03-31 09:52:39 	40.0 \ 40.0 	1.24310000 	1.24620000 	2.48719448 	2.57136570 	0.08 	3.4% 	(strategy <d120s1.5 M+>) 	Auto Price Down 	0.03 	-0.17 	0.22 	2.63 	0.15 	0.09 	11.86 	1.23 	53.92 	14.85 	13.52 	4.14 	2.31 	1.76 	0.02 	0 	1.71 	67.2 m 	486.6 m
SFP 	2022-03-31 09:46:17 	2022-03-31 09:52:39 	81.0 \ 81.0 	1.24190000 	1.24680000 	5.03170688 	5.34797303 	0.32 	6.3% 	(strategy <d120s2 M+>) 	Auto Price Down 	0.03 	-0.17 	0.22 	2.63 	0.81 	0.09 	11.86 	1.23 	53.92 	14.85 	13.52 	4.27 	2.43 	1.88 	0.02 	0 	2.07 	67.2 m 	486.6 m
ATA 	2022-03-31 09:44:00 	2022-03-31 09:52:03 	196.0 \ 196.0 	0.50950000 	0.51050000 	4.99509724 	5.11112927 	0.12 	2.3% 	(strategy <d150s1 M+>) 	Auto Price Down 	0 	-0.2 	0.24 	2.63 	0.38 	0.11 	2.31 	1.04 	8.27 	4.72 	3.39 	1.45 	1.1 	0.82 	0.02 	0 	3.17 	3.0 m 	26.5 m
BAKE 	2022-03-31 09:51:36 	2022-03-31 09:52:00 	105.0 \ 105.0 	0.94830000 	0.95430000 	4.98056643 	5.53065726 	0.55 	11.0% 	(strategy <d150s1.2 M+>) 	Sell Price 	0.11 	-0.09 	0.3 	2.74 	0.46 	0.14 	12.16 	0.32 	25.33 	14.64 	12.52 	10.66 	2.87 	1.54 	0.01 	0 	5.77 	14.7 m 	159.3 m
BAKE 	2022-03-31 09:51:41 	2022-03-31 09:51:58 	106.0 \ 106.0 	0.94750000 	0.95350000 	5.02375870 	5.57915633 	0.56 	11.1% 	(strategy <d180s1.2 M+>) 	Sell Price 	0.11 	-0.09 	0.3 	2.74 	0.83 	0.14 	12.16 	0.32 	25.33 	14.64 	12.52 	10.66 	2.24 	1.54 	0.01 	0 	6.71 	14.7 m 	159.3 m
BAKE 	2022-03-31 09:51:38 	2022-03-31 09:51:57 	106.0 \ 106.0 	0.94770000 	0.95320000 	5.02481912 	5.52722100 	0.5 	10.0% 	(strategy <d180s1 M+>) 	Sell Price 	0.11 	-0.09 	0.3 	2.74 	0.37 	0.14 	12.16 	0.32 	25.33 	14.64 	12.52 	10.66 	2.25 	1.54 	0.01 	0 	6.17 	14.7 m 	159.3 m
ATA 	2022-03-31 09:44:02 	2022-03-31 09:51:56 	196.0 \ 196.0 	0.50930000 	0.51030000 	4.99313646 	5.10919985 	0.12 	2.3% 	(strategy <d180s1 M+>) 	Auto Price Down 	0 	-0.2 	0.24 	2.63 	0.46 	0.11 	2.31 	1.04 	8.27 	4.72 	3.39 	1.45 	1.14 	0.86 	0.02 	0 	3.2 	3.0 m 	26.5 m
ONE 	2022-03-31 09:39:21 	2022-03-31 09:51:43 	585.0 \ 585.0 	0.17106000 	0.17140000 	5.00550640 	5.12427079 	0.12 	2.4% 	(strategy <d120s1 M+>) 	Auto Price Down 	-0.1 	-0.29 	0.13 	2.48 	0.94 	0.11 	0.19 	1.34 	9.54 	3.69 	1.75 	1.08 	1.37 	1.37 	0.07 	0 	0.68 	6.7 m 	193.4 m
ONE 	2022-03-31 09:39:21 	2022-03-31 09:51:43 	585.0 \ 585.0 	0.17106000 	0.17140000 	5.00550640 	5.12427079 	0.12 	2.4% 	(strategy <d180s1 M+>) 	Auto Price Down 	-0.1 	-0.29 	0.13 	2.48 	0.73 	0.11 	0.19 	1.34 	9.54 	3.69 	1.75 	1.03 	1.37 	1.37 	0.07 	0 	0.74 	6.7 m 	193.4 m
ONE 	2022-03-31 09:37:48 	2022-03-31 09:51:42 	585.0 \ 585.0 	0.17106000 	0.17140000 	5.00550640 	5.12427079 	0.12 	2.4% 	(strategy <d150s1 M+>) 	Auto Price Down 	-0.1 	-0.29 	0.13 	2.48 	0.72 	0.11 	0.19 	1.34 	9.54 	3.69 	1.75 	1.02 	1.37 	1.37 	0.07 	0 	6.07 	6.7 m 	193.4 m
BAKE 	2022-03-31 09:49:50 	2022-03-31 09:51:10 	105.0 \ 105.0 	0.95040000 	0.95540000 	4.99159584 	5.43655227 	0.44 	8.9% 	(strategy <d120s1 M+>) 	Auto Price Down 	0.04 	-0.15 	0.3 	2.75 	0.34 	0.08 	12.22 	0.27 	25.33 	14.64 	12.52 	10.73 	4.84 	1.24 	0.01 	0 	12.75 	14.7 m 	159.3 m
BAKE 	2022-03-31 09:49:52 	2022-03-31 09:51:10 	105.0 \ 105.0 	0.95030000 	0.95530000 	4.99107063 	5.43603546 	0.44 	8.9% 	(strategy <d150s1 M+>) 	Auto Price Down 	0.04 	-0.15 	0.3 	2.75 	0.74 	0.08 	12.22 	0.27 	25.33 	14.64 	12.52 	10.73 	4.77 	1.38 	0.01 	0 	12.17 	14.7 m 	159.3 m
BAKE 	2022-03-31 09:49:54 	2022-03-31 09:51:09 	105.0 \ 105.0 	0.94910000 	0.95460000 	4.98476811 	5.48231274 	0.5 	10.0% 	(strategy <d120s1.2 M+>) 	Auto Price Down 	0.04 	-0.15 	0.3 	2.75 	0.71 	0.08 	12.22 	0.27 	25.33 	14.64 	12.52 	10.73 	4.77 	1.39 	0.01 	0 	11.91 	14.7 m 	159.3 m
BAKE 	2022-03-31 09:49:56 	2022-03-31 09:51:09 	105.0 \ 105.0 	0.94910000 	0.95460000 	4.98476811 	5.48231274 	0.5 	10.0% 	(strategy <d150s1.2 M+>) 	Auto Price Down 	0.04 	-0.15 	0.3 	2.75 	0.98 	0.08 	12.22 	0.27 	25.33 	14.64 	12.52 	10.73 	4.77 	1.38 	0.01 	0 	11.94 	14.7 m 	159.3 m
BAKE 	2022-03-31 09:50:06 	2022-03-31 09:51:09 	105.0 \ 105.0 	0.94910000 	0.95460000 	4.98476811 	5.48231274 	0.5 	10.0% 	(strategy <d180s1.2 M+>) 	Auto Price Down 	0.07 	-0.13 	0.32 	2.76 	1.16 	0.09 	12.22 	0.27 	25.33 	14.64 	12.52 	10.73 	4.53 	1.38 	0.03 	0 	10.73 	14.7 m 	159.3 m
BAKE 	2022-03-31 09:49:59 	2022-03-31 09:51:08 	105.0 \ 105.0 	0.94910000 	0.95410000 	4.98476811 	5.42983374 	0.45 	8.9% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.07 	-0.13 	0.3 	2.75 	1.24 	0.09 	12.22 	0.27 	25.33 	14.64 	12.52 	10.73 	4.64 	1.38 	0.03 	0 	11.73 	14.7 m 	159.3 m
SFP 	2022-03-31 09:46:33 	2022-03-31 09:51:01 	40.0 \ 40.0 	1.24140000 	1.24510000 	2.48379312 	2.59200914 	0.11 	4.4% 	(strategy <d180s1.5 M+>) 	Auto Price Down 	0.02 	-0.18 	0.18 	2.61 	0.66 	0.08 	11.9 	1.19 	53.92 	14.85 	13.52 	4.11 	2.62 	1.73 	0.03 	0 	2.51 	67.2 m 	486.6 m
BAKE 	2022-03-31 09:50:09 	2022-03-31 09:51:01 	53.0 \ 53.0 	0.94510000 	0.95170000 	2.50551681 	2.81510466 	0.31 	12.4% 	(strategy <d120s1.5 M+>) 	Sell Price 	0.09 	-0.1 	0.33 	2.76 	0.56 	0.12 	12.19 	0.29 	25.33 	14.64 	12.52 	10.73 	4.52 	1.77 	0.06 	0 	11.09 	14.7 m 	159.3 m
IOST 	2022-03-31 09:46:50 	2022-03-31 09:49:27 	2022.0 \ 2022.0 	0.04946400 	0.04965100 	5.00281072 	5.30076054 	0.3 	6.0% 	(strategy <d150s1 M+>) 	Auto Price Down 	0.02 	-0.18 	0.2 	2.62 	0.45 	0.08 	10.22 	0.07 	58.1 	13.34 	10.77 	6.36 	1.52 	1.22 	0.03 	0 	0.55 	80.6 m 	808.7 m
IOST 	2022-03-31 09:46:52 	2022-03-31 09:48:02 	2029.0 \ 2029.0 	0.04928200 	0.04954300 	5.00165876 	5.45102143 	0.45 	9.0% 	(strategy <d120s1 M+>) 	Auto Price Down 	0.02 	-0.18 	0.2 	2.62 	0.35 	0.08 	10.26 	0.04 	58.1 	13.34 	10.77 	6.76 	1.84 	1.53 	0.03 	0 	0.72 	80.6 m 	808.7 m
IOST 	2022-03-31 09:47:11 	2022-03-31 09:48:02 	1016.0 \ 1016.0 	0.04919400 	0.04953800 	2.50005482 	2.80943415 	0.31 	12.4% 	(strategy <d120s1.5 M+>) 	Sell Price 	0.01 	-0.19 	0.18 	2.62 	0.49 	0.08 	10.26 	0.04 	58.1 	13.34 	10.77 	6.98 	2.03 	1.72 	0.04 	0 	1.06 	80.6 m 	808.7 m
IOST 	2022-03-31 09:46:54 	2022-03-31 09:47:55 	2033.0 \ 2033.0 	0.04919400 	0.04947900 	5.00257033 	5.50173448 	0.5 	10.0% 	(strategy <d120s1.2 M+>) 	Auto Price Down 	0.01 	-0.19 	0.18 	2.62 	0.53 	0.08 	10.26 	0.04 	58.1 	13.34 	10.77 	6.98 	2.01 	1.71 	0.03 	0 	0.8 	80.6 m 	808.7 m
SFP 	2022-03-31 09:45:51 	2022-03-31 09:47:16 	80.0 \ 80.0 	1.25280000 	1.23640000 	5.01320448 	3.62155011 	-1.39 	-27.8% 	(strategy <d180s1.2 M+>) 	StopLoss AutoActivated on price drop: BID = 1.2364 BidEMA: 1.2364 LastPrice = 1.2368 BuyPrice = 1.2528 (strategy <d180s1.2 M+>); StopLoss fixed: 1.2378 AllowedDrop: BUY -15.0% spre 	0.03 	-0.16 	0.23 	2.65 	0.17 	0.12 	11.87 	1.22 	53.92 	14.85 	13.52 	3.53 	1.53 	1.11 	0.02 	0 	0.78 	67.2 m 	486.6 m
SFP 	2022-03-31 09:45:47 	2022-03-31 09:47:11 	80.0 \ 80.0 	1.25510000 	1.23700000 	5.02240816 	3.49466099 	-1.53 	-30.4% 	(strategy <d120s1.2 M+>) 	StopLoss AutoActivated on price drop: BID = 1.2366 BidEMA: 1.2366 LastPrice = 1.2369 BuyPrice = 1.2551 (strategy <d120s1.2 M+>); StopLoss fixed: 1.2400 AllowedDrop: BUY -15.0% spre 	0.03 	-0.16 	0.25 	2.65 	0.23 	0.12 	11.87 	1.22 	53.92 	14.85 	13.52 	3.43 	1.34 	0.92 	0.02 	0 	0.53 	67.2 m 	486.6 m
